::ffff:193.32.162.159 - - [30/Jan/2023:00:01:16 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:30 +0000] "GET /xmlrpc.php?rsd HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:30 +0000] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:30 +0000] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:30 +0000] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 176 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:30 +0000] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:30 +0000] "GET /2020/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:31 +0000] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:31 +0000] "GET /2021/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:31 +0000] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:31 +0000] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:31 +0000] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:32 +0000] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:95.142.120.24 - - [30/Jan/2023:15:43:32 +0000] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
::ffff:136.49.58.152 - - [30/Jan/2023:15:48:42 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://www.wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:114.119.132.85 - - [30/Jan/2023:16:07:44 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
::ffff:71.6.232.28 - - [30/Jan/2023:16:08:23 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
::ffff:23.251.102.74 - - [30/Jan/2023:16:18:08 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
::ffff:136.49.58.152 - - [30/Jan/2023:16:19:42 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://www.wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:185.142.236.43 - - [30/Jan/2023:16:20:14 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
::ffff:136.49.58.152 - - [30/Jan/2023:16:30:43 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://www.wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:185.191.171.34 - - [30/Jan/2023:16:36:32 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:185.191.171.17 - - [30/Jan/2023:16:36:32 +0000] "GET /contact?s=1&ss=8 HTTP/1.1" 200 9997 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:54.36.112.44 - - [30/Jan/2023:16:42:44 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:54.36.112.44 - - [30/Jan/2023:16:42:45 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:37.139.53.82 - - [30/Jan/2023:16:47:30 +0000] "GET / HTTP/1.0" 200 57378 "http://wadokikai.org/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37"
::ffff:37.139.53.82 - - [30/Jan/2023:16:47:31 +0000] "POST /sendemail HTTP/1.0" 302 40 "http://wadokikai.org/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37"
::ffff:37.139.53.82 - - [30/Jan/2023:16:47:32 +0000] "GET /?err=error HTTP/1.0" 200 57930 "http://wadokikai.org/?err=error#signup" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37"
::ffff:34.140.248.32 - - [30/Jan/2023:17:04:42 +0000] "GET / HTTP/1.1" 200 57378 "-" "python-requests/2.28.2"
::ffff:135.125.244.48 - - [30/Jan/2023:17:12:11 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.244.48 - - [30/Jan/2023:17:12:11 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:45.132.246.115 - - [30/Jan/2023:17:21:20 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:45.132.246.115 - - [30/Jan/2023:17:21:20 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "https://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:45.132.246.115 - - [30/Jan/2023:17:21:23 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:45.132.246.115 - - [30/Jan/2023:17:21:23 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "https://www.wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET / HTTP/1.1" 200 57378 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /css/wadokikai.css HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /js/common.js HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:47 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:48 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:52 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:108.235.112.205 - - [30/Jan/2023:17:21:56 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; Pixel 4 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36"
::ffff:185.180.143.6 - - [30/Jan/2023:17:27:16 +0000] "GET /cgi-bin/config.exp HTTP/1.1" 404 157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
::ffff:146.190.138.8 - - [30/Jan/2023:17:31:23 +0000] "GET /.git/config HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:146.190.138.8 - - [30/Jan/2023:17:31:24 +0000] "GET /.git/config HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:207.46.13.104 - - [30/Jan/2023:17:41:22 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:207.46.13.104 - - [30/Jan/2023:18:00:35 +0000] "GET /Naha-Line.html HTTP/1.1" 404 153 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:43 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:44 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:44 +0000] "GET /wp-includes/wlwmanifest.xml HTTP/1.1" 404 166 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:44 +0000] "GET /xmlrpc.php?rsd HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:44 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:45 +0000] "GET /blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:45 +0000] "GET /web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:45 +0000] "GET /wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 176 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:45 +0000] "GET /website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 174 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:45 +0000] "GET /wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 169 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:46 +0000] "GET /news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:46 +0000] "GET /2020/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:46 +0000] "GET /2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:46 +0000] "GET /shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:46 +0000] "GET /wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:46 +0000] "GET /test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:47 +0000] "GET /wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:47 +0000] "GET /site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:47 +0000] "GET /cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 170 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:178.128.16.90 - - [30/Jan/2023:18:01:47 +0000] "GET /sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4240.193 Safari/537.36"
::ffff:93.158.161.41 - - [30/Jan/2023:18:08:44 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
::ffff:93.158.161.41 - - [30/Jan/2023:18:08:47 +0000] "GET /Naha-Line.html HTTP/1.1" 404 153 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
::ffff:135.125.244.48 - - [30/Jan/2023:18:08:51 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.244.48 - - [30/Jan/2023:18:08:51 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.254.196.115 - - [30/Jan/2023:18:15:39 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.254.196.115 - - [30/Jan/2023:18:15:39 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:20.127.186.233 - - [30/Jan/2023:18:18:15 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:20.127.186.233 - - [30/Jan/2023:18:18:15 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.191.171.14 - - [30/Jan/2023:18:24:05 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:185.191.171.24 - - [30/Jan/2023:18:24:05 +0000] "GET /joinemail HTTP/1.1" 200 8629 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:104.210.55.152 - - [30/Jan/2023:18:32:08 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36"
::ffff:37.191.84.151 - - [30/Jan/2023:18:50:16 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
::ffff:40.77.167.16 - - [30/Jan/2023:18:53:23 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:212.47.251.118 - - [30/Jan/2023:18:59:44 +0000] "GET / HTTP/1.1" 200 57378 "-" "-"
::ffff:189.130.12.186 - - [30/Jan/2023:19:09:13 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
::ffff:185.180.143.138 - - [30/Jan/2023:19:13:52 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
::ffff:185.180.143.138 - - [30/Jan/2023:19:13:57 +0000] "GET /showLogin.cc HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
::ffff:69.181.156.202 - - [30/Jan/2023:19:27:18 +0000] "GET /schools HTTP/1.1" 200 97308 "https://www.bing.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:69.181.156.202 - - [30/Jan/2023:19:27:19 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "http://wadokikai.org/schools" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:69.181.156.202 - - [30/Jan/2023:19:27:19 +0000] "GET /images/instructors/anunley.jpg HTTP/1.1" 200 32690 "http://wadokikai.org/schools" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:69.181.156.202 - - [30/Jan/2023:19:27:19 +0000] "GET /images/instructors/andrea.jpg HTTP/1.1" 200 61330 "http://wadokikai.org/schools" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
::ffff:69.181.156.202 - - [30/Jan/2023:19:27:19 +0000] "GET /images/instructors/SenseiLarry.jpg HTTP/1.1" 200 60380 "http://wadokikai.org/schools" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:102.0) Gecko/20100101 Firefox/102.0"
